code;label-es_ES;label-nl_NL;label-nl_BE;label-nb_NO;label-it_IT;label-fr_FR;label-fi_FI;label-en_US;label-sv_SE;label-en_IE;label-en_GB;label-de_DE;label-de_CH;label-de_AT;label-da_DK;label-cs_CZ;label-pl_PL;attribute;sort_order
31_32;31-32;31-32;31-32;31-32;31-32;31-32;31-32;;31-32;31-32;31-32;31-32;31-32;31-32;31-32;31-32;31-32;shoesize;27
32;32;32;32;32;32;32;32;;32;32;32;32;32;32;32;32;32;shoesize;28
32_33;32-33;32-33;32-33;32-33;32-33;32-33;32-33;;32-33;32-33;32-33;32-33;32-33;32-33;32-33;32-33;32-33;shoesize;29
33;33;33;33;33;33;33;33;;33;33;33;33;33;33;33;33;33;shoesize;30
33_5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5;shoesize;31
33_34;33-34;33-34;33-34;33-34;33-34;33-34;33-34;;33-34;33-34;33-34;33-34;33-34;33-34;33-34;33-34;33-34;shoesize;32
34;34;34;34;34;34;34;34;;34;34;34;34;34;34;34;34;34;shoesize;33
34_35;34-35;34-35;34-35;34-35;34-35;34-35;34-35;;34-35;34-35;34-35;34-35;34-35;34-35;34-35;34-35;34-35;shoesize;34
35;35;35;35;35;35;35;35;;35;35;35;35;35;35;35;35;35;shoesize;35
35_5;35,5;35,5;35,5;35,5;35,5;35,5;35,5;;35,5;35,5;35,5;35,5;35,5;35,5;35,5;35,5;35,5;shoesize;36
35_36;35-36;35-36;35-36;35-36;35-36;35-36;35-36;;35-36;35-36;35-36;35-36;35-36;35-36;35-36;35-36;35-36;shoesize;37
35_37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;35-37;shoesize;38
35_38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;35-38;shoesize;39
35_38_5;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;;35-38,5;;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;35-38,5;shoesize;40
35_39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;35-39;shoesize;41
36;36;36;36;36;36;36;36;;36;36;36;36;36;36;36;36;36;shoesize;42
36_5;36,5;36,5;36,5;36,5;36,5;36,5;36,5;;36,5;;36,5;36,5;36,5;36,5;36,5;36,5;36,5;shoesize;43
36_37;36-37;36-37;36-37;36-37;36-37;36-37;36-37;;36-37;36-37;36-37;36-37;36-37;36-37;36-37;36-37;36-37;shoesize;44
36_41;36-41;36-41;36-41;36-41;36-41;36-41;36-41;;36-41;;36-41;36-41;36-41;36-41;36-41;36-41;36-41;shoesize;45
37;37;37;37;37;37;37;37;;37;37;37;37;37;37;37;37;37;shoesize;46
37_5;37,5;37,5;37,5;37,5;37,5;37,5;37,5;;37,5;37,5;37,5;37,5;37,5;37,5;37,5;37,5;37,5;shoesize;47
37_38;37-38;37-38;37-38;37-38;37-38;37-38;37-38;;37-38;37-38;37-38;37-38;37-38;37-38;37-38;37-38;37-38;shoesize;48
37_39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;37-39;shoesize;49
37_40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;37-40;shoesize;50
37_42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;37-42;shoesize;51
38;38;38;38;38;38;38;38;;38;38;38;38;38;38;38;38;38;shoesize;52
38_5;38,5;38,5;38,5;38,5;38,5;38,5;38,5;;38,5;;38,5;38,5;38,5;38,5;38,5;38,5;38,5;shoesize;53
38_39;38-39;38-39;38-39;38-39;38-39;38-39;38-39;;38-39;38-39;38-39;38-39;38-39;38-39;38-39;38-39;38-39;shoesize;54
38_40;38-40;38-40;38-40;38-40;38-40;38-40;38-40;;38-40;38-40;38-40;38-40;38-40;38-40;38-40;38-40;38-40;shoesize;55
38_42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;38-42;shoesize;56
38_5_43;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;;38,5-43;;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;38,5-43;shoesize;57
39;39;39;39;39;39;39;39;;39;39;39;39;39;39;39;39;39;shoesize;58
39_5;39,5;39,5;39,5;39,5;39,5;39,5;39,5;;39,5;39,5;39,5;39,5;39,5;39,5;39,5;;39,5;shoesize;59
39_40;39-40;39-40;39-40;39-40;39-40;39-40;39-40;;39-40;39-40;39-40;39-40;39-40;39-40;39-40;39-40;39-40;shoesize;60
39_41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;39-41;shoesize;61
39_42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;39-42;shoesize;62
40;40;40;40;40;40;40;40;;40;40;40;40;40;40;40;40;40;shoesize;63
40_5;40,5;40,5;40,5;40,5;40,5;40,5;40,5;;40,5;40,5;40,5;40,5;40,5;40,5;40,5;40,5;40,5;shoesize;64
40_41;40-41;40-41;40-41;40-41;40-41;40-41;40-41;;40-41;40-41;40-41;40-41;40-41;40-41;40-41;40-41;40-41;shoesize;65
40_42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;40-42;shoesize;66
40_43;40-43;40-43;40-43;40-43;40-43;40-43;40-43;;40-43;;40-43;40-43;40-43;40-43;40-43;40-43;40-43;shoesize;67
41;41;41;41;41;41;41;41;;41;41;41;41;41;41;41;41;41;shoesize;68
41_5;41,5;41,5;41,5;41,5;41,5;41,5;41,5;;41,5;;41,5;41,5;41,5;41,5;41,5;41,5;41,5;shoesize;69
41_42;41-42;41-42;41-42;41-42;41-42;41-42;41-42;;41-42;41-42;41-42;41-42;41-42;41-42;41-42;41-42;41-42;shoesize;70
41_43;41-43;41-43;41-43;41-43;41-43;41-43;41-43;;41-43;41-43;41-43;41-43;41-43;41-43;41-43;41-43;41-43;shoesize;71
41_44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;41-44;shoesize;72
41_45;41-45;41-45;41-45;41-45;41-45;41-45;41-45;;41-45;;41-45;41-45;41-45;41-45;41-45;41-45;41-45;shoesize;73
42;42;42;42;42;42;42;42;;42;42;42;42;42;42;42;42;42;shoesize;74
42_5;42,5;42,5;42,5;42,5;42,5;42,5;42,5;;42,5;42,5;42,5;42,5;42,5;42,5;42,5;42,5;42,5;shoesize;75
42_43;42-43;42-43;42-43;42-43;42-43;42-43;42-43;;42-43;42-43;42-43;42-43;42-43;42-43;42-43;42-43;42-43;shoesize;76
42_44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;42-44;shoesize;77
43;43;43;43;43;43;43;43;;43;43;43;43;43;43;43;43;43;shoesize;78
43_5;43,5;43,5;43,5;43,5;43,5;43,5;43,5;;43,5;43,5;43,5;43,5;43,5;43,5;43,5;43,5;43,5;shoesize;79
43_44;43-44;43-44;43-44;43-44;43-44;43-44;43-44;;43-44;43-44;43-44;43-44;43-44;43-44;43-44;43-44;43-44;shoesize;80
43_45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;43-45;shoesize;81
43_46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;43-46;shoesize;82
43_48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;43-48;shoesize;83
44;44;44;44;44;44;44;44;;44;44;44;44;44;44;44;44;44;shoesize;84
44_5;44,5;44,5;44,5;44,5;44,5;44,5;44,5;;44,5;44,5;44,5;44,5;44,5;44,5;44,5;44,5;44,5;shoesize;85
44_45;44-45;44-45;44-45;44-45;44-45;44-45;44-45;;44-45;44-45;44-45;44-45;44-45;44-45;44-45;44-45;44-45;shoesize;86
44_46;44-46;44-46;44-46;44-46;44-46;44-46;44-46;;44-46;44-46;44-46;44-46;44-46;44-46;44-46;44-46;44-46;shoesize;87
44_47;44-47;44-47;44-47;44-47;44-47;44-47;44-47;;44-47;;44-47;44-47;44-47;44-47;44-47;44-77;44-47;shoesize;88
45;45;45;45;45;45;45;45;;45;45;45;45;45;45;45;45;45;shoesize;89
45_5;45,5;45,5;45,5;45,5;45,5;45,5;45,5;;45,5;45,5;45,5;45,5;45,5;45,5;45,5;45,5;45,5;shoesize;90
45_46;45-46;45-46;45-46;45-46;45-46;45-46;45-46;;45-46;45-46;45-46;45-46;45-46;45-46;45-46;45-46;45-46;shoesize;91
45_47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;45-47;shoesize;92
45_48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;45-48;shoesize;93
46;46;46;46;46;46;46;46;;46;46;46;46;46;46;46;46;46;shoesize;94
46_5;46,5;46,5;46,5;46,5;46,5;46,5;46,5;;46,5;46,5;46,5;46,5;46,5;46,5;46,5;46,5;46,5;shoesize;95
46_47;46-47;46-47;46-47;46-47;46-47;46-47;46-47;;46-47;46-47;46-47;46-47;46-47;46-47;46-47;46-47;46-47;shoesize;96
46_48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;46-48;shoesize;97
47;47;47;47;47;47;47;47;;47;47;47;47;47;47;47;47;47;shoesize;98
47_5;47,5;47,5;47,5;47,5;47,5;47,5;47,5;;47,5;47,5;47,5;47,5;47,5;47,5;;47,5;47,5;shoesize;99
47_48;47-48;47-48;47-48;47-48;47-48;47-48;47-48;;47-48;47-48;47-48;47-48;47-48;47-48;47-48;47-48;47-48;shoesize;100
47_49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;47-49;shoesize;101
48;48;48;48;48;48;48;48;;48;48;48;48;48;48;48;48;48;shoesize;102
48_49;48-49;48-49;48-49;48-49;48-49;48-49;48-49;;48-49;48-49;48-49;48-49;48-49;48-49;48-49;48-49;48-49;shoesize;103
48_50;48-50;48-50;48-50;48-50;48-50;48-50;48-50;;48-50;;48-50;48-50;48-50;48-50;48-50;48-50;48-50;shoesize;104
49;49;49;49;49;49;49;49;;49;49;49;49;49;49;49;49;49;shoesize;105
49_5;49,5;49,5;49,5;49,5;49,5;49,5;49,5;;49,5;49,5;49,5;49,5;49,5;49,5;49,5;49,5;49,5;shoesize;106
49_50;49-50;49-50;49-50;49-50;49-50;49-50;49-50;;49-50;49-50;49-50;49-50;49-50;49-50;49-50;49-50;49-50;shoesize;107
50;50;50;50;50;50;50;50;;50;50;50;50;50;50;50;50;50;shoesize;108
50_51;50-51;50-51;50-51;50-51;50-51;50-51;50-51;;50-51;50-51;50-51;50-51;50-51;50-51;50-51;50-51;50-51;shoesize;109
50_52;50-52;50-52;50-52;50-52;50-52;50-52;50-52;;50-52;50-52;50-52;50-52;50-52;50-52;50-52;50-52;50-52;shoesize;110
51;51;51;51;51;51;51;51;;51;51;51;51;51;51;51;51;51;shoesize;111
52;52;52;52;52;52;52;52;;52;52;52;52;52;52;52;52;52;shoesize;112
us_6_5_eu_39;"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";"US 6.5 (EU 39)";shoesize;113
us_7_eu_40;"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";"US 7 (EU 40)";shoesize;114
us_8_eu_41;"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";"US 8 (EU 41)";shoesize;115
us_9_eu_42;"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";"US 9 (EU 42)";shoesize;116
us_9_eu_42_5;"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";"US 9 (EU 42.5)";shoesize;117
us_9_5_eu_43;"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";"US 9.5 (EU 43)";shoesize;118
us_10_eu_44;"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";"US 10 (EU 44)";shoesize;119
us_11_eu_45;"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";"US 11 (EU 45)";shoesize;120
us_12_eu_46;"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";"US 12 (EU 46)";shoesize;121
us_13_eu_47_5;"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";"US 13 (EU 47.5)";shoesize;122
us_14_eu_49;"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";"US 14 (EU 49)";shoesize;123
us_15_eu_50;"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";"US 15 (EU 50)";shoesize;124
s_37_39;"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";;"S (37-39)";;"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";"S (37-39)";shoesize;125
m_40_43;"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";;"M (40-43)";;"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";"M (40-43)";shoesize;126
l_44_47;"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";;"L (44-47)";;"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";"L (44-47)";shoesize;127
xl_48_50;"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";;"XL (48-50)";;"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";"XL (48-50)";shoesize;128
l;L;L;L;L;L;L;L;;L;L;L;L;L;L;L;;L;size;1
m;M;M;M;M;M;M;M;;M;M;M;M;M;M;M;;M;size;1
s;S;S;S;S;S;S;S;;S;S;S;S;S;S;S;;S;size;1
xl;XL;XL;XL;XL;XL;XL;XL;;XL;XL;XL;XL;XL;XL;XL;;XL;size;1
xs;XS;XS;XS;XS;XS;XS;XS;;XS;XS;XS;XS;XS;XS;XS;;XS;size;1
xxl;XXL;XXL;XXL;XXL;XXL;XXL;XXL;;XXL;XXL;XXL;XXL;XXL;XXL;XXL;;XXL;size;1
xxs;XXS;XXS;XXS;XXS;XXS;XXS;XXS;;XXS;XXS;XXS;XXS;XXS;XXS;XXS;;XXS;size;1
175_mm;"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";"175 mm";size;1
130_mm;"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";"130 mm";size;1
7_mm;"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";"7 mm";size;1
60_250_mm;"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";"60 - 250 mm";size;1
50_120_mm;"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";"50 - 120 mm";size;1
34_41_mm;"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";"34 - 41 mm";size;1
32_39_mm;"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";"32 - 39 mm";size;1
40_50_mm;"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";"40 - 50 mm";size;1
50_mm;"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";"50 mm";size;1
33_36_mm;"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";"33 - 36 mm";size;1
27_mm;"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";"27 mm";size;1
35_mm;"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";"35 mm";size;1
32_mm;"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";"32 mm";size;1
24_mm;"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";"24 mm";size;1
10_5_17_8_mm;"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";"10,5 - 17,8 mm";size;1
15_25_mm;"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";"15 - 25 mm";size;1
19_mm;"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";"19 mm";size;1
23_5_mm;"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";"23,5 mm";size;1
61_mm;"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";"61 mm";size;1
58_mm;"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";"58 mm";size;1
45_mm;"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";"45 mm";size;1
2_mm;"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";"2 mm";size;1
3_mm;"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";"3 mm";size;1
8_mm;"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";"8 mm";size;1
40_mm;"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";"40 mm";size;1
m5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;M5;size;1
m6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;M6;size;1
m8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;M8;size;1
m10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;M10;size;1
m5_10_mm;"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";"M5 x 10 mm";size;1
m5_8_mm;"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";"M5 x 8 mm";size;1
